,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.00142669677734375,,0.0015633106231689453,0.0015006065368652344,0.0013508796691894531,0.0011799335479736328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0013873577117919922,0.0013637542724609375,0.0011980533599853516,0.0010924339294433594,0.0010554790496826172,0.0010802745819091797,0.0011279582977294922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.0011801719665527344,0.0013899803161621094,0.0013611316680908203,0.0012881755828857422,0.001180410385131836,0.0012848377227783203,0.0010766983032226562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0012700557708740234,0.0013327598571777344,0.0012967586517333984,0.0013010501861572266,0.0011098384857177734,0.0013747215270996094,0.0011310577392578125,0.0011126995086669922,0.0010900497436523438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0012822151184082031,0.00127410888671875,0.0011985301971435547,0.001264333724975586,0.0012378692626953125,0.0012319087982177734,0.0011157989501953125,0.0010881423950195312,0.0011072158813476562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0013041496276855469,0.001271963119506836,0.0013644695281982422,0.0012845993041992188,0.0010535717010498047,0.0010747909545898438,0.001071929931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.001291036605834961,0.001237630844116211,0.0012850761413574219,0.0013315677642822266,0.0011601448059082031,0.0013129711151123047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0011522769927978516,0.0013725757598876953,0.0010898113250732422,0.00104522705078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0011587142944335938,0.0011985301971435547,0.0013420581817626953,0.0012867450714111328,0.0013284683227539062,0.0013513565063476562,0.0010833740234375,0.0012240409851074219,0.0010769367218017578,0.001093149185180664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,0.0013470649719238281,0.0012860298156738281,0.0013241767883300781,0.0012359619140625,0.0013034343719482422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,0.0016527175903320312,0.0013275146484375,0.001341104507446289,0.0013539791107177734,0.0010733604431152344,0.001104593276977539,0.0011820793151855469,0.0012843608856201172,0.0013439655303955078,0.0010979175567626953,0.0013096332550048828,0.001123189926147461,0.001069784164428711,0.0010600090026855469,0.0010647773742675781,0.001094818115234375,0.0010406970977783203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0012927055358886719,0.0011684894561767578,0.0011053085327148438,0.0012607574462890625,0.0013382434844970703,0.001100778579711914,0.0010986328125,0.0013806819915771484,0.0012786388397216797,0.0014057159423828125,0.001153707504272461,0.0010833740234375,0.0010578632354736328,0.0010721683502197266,0.0010437965393066406,0.0010547637939453125,0.0010676383972167969,0.0010619163513183594,0.001346588134765625,0.0010466575622558594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,0.0012149810791015625,0.0010793209075927734,0.0012314319610595703,0.0011970996856689453,0.0013773441314697266,0.001119852066040039,0.0011827945709228516,0.0011966228485107422,0.0010991096496582031,0.0010783672332763672,0.0010859966278076172,0.0010530948638916016,0.0012440681457519531,0.001081705093383789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,0.0013546943664550781,0.0012183189392089844,0.0010881423950195312,0.0013349056243896484,0.0011310577392578125,0.0010924339294433594,0.001094818115234375,0.0010690689086914062,0.0010883808135986328,0.0011179447174072266,0.0014123916625976562,0.0012946128845214844,0.0010678768157958984,0.0012195110321044922,0.0010950565338134766,0.0010859966278076172,0.0010912418365478516,0.0010631084442138672,0.0010311603546142578,0.001405954360961914,0.0010600090026855469,0.0011751651763916016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,0.0012178421020507812,0.00131988525390625,0.00150299072265625,0.0012936592102050781,0.0013718605041503906,0.0012919902801513672,0.0013535022735595703,0.0012087821960449219,0.0013401508331298828,0.001356363296508789,0.0011091232299804688,0.0011708736419677734,0.0013670921325683594,0.0012493133544921875,0.0011069774627685547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,0.001371622085571289,0.0013713836669921875,0.0013484954833984375,0.0013301372528076172,0.0012254714965820312,0.0013577938079833984,0.001119375228881836,0.0012950897216796875,,,0.0012996196746826172,0.001271963119506836,0.001140594482421875,0.0010917186737060547,0.00102996826171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,0.0022361278533935547,0.0018837451934814453,0.00153350830078125,0.0013277530670166016,0.0013186931610107422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,0.00140380859375,0.0012710094451904297,0.0011789798736572266,0.0013513565063476562,0.001058816909790039,0.0010416507720947266,0.0010209083557128906,0.0011973381042480469,0.0010662078857421875,0.0010154247283935547,0.001359701156616211,0.0012178421020507812,0.001043081283569336,0.0010557174682617188,0.0010523796081542969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0011353492736816406,0.0012164115905761719,0.001024007797241211,0.0010824203491210938,0.0011587142944335938,0.0010449886322021484,0.001251220703125,0.0010333061218261719,0.00102996826171875,0.0010509490966796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,0.0012078285217285156,0.0012814998626708984,0.0012204647064208984,0.0010094642639160156,0.0010192394256591797,0.0011820793151855469,0.00104522705078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,0.0010731220245361328,0.001180410385131836,0.0010325908660888672,0.0010645389556884766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
