,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.0013709068298339844,0.0028829574584960938,0.0020275115966796875,0.0014312267303466797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0013990402221679688,0.0013098716735839844,0.001035451889038086,0.0010669231414794922,0.0013053417205810547,0.0013010501861572266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.001035928726196289,0.001046895980834961,0.0012056827545166016,0.0013201236724853516,0.001337289810180664,0.0013473033905029297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.001287221908569336,0.0013403892517089844,0.0011241436004638672,0.0011298656463623047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0012967586517333984,0.0010094642639160156,0.0009958744049072266,0.000995635986328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.001026153564453125,0.0010135173797607422,0.0013840198516845703,0.001399993896484375,0.0013222694396972656,0.0013120174407958984,0.0010690689086914062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0012845993041992188,0.0010576248168945312,0.0010466575622558594,0.0010533332824707031,0.001035451889038086,0.0010731220245361328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0010693073272705078,0.001077413558959961,0.0011382102966308594,0.0012850761413574219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0013751983642578125,0.0011317729949951172,0.0011663436889648438,0.0012087821960449219,0.001081705093383789,0.0013327598571777344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,0.0010700225830078125,0.0009779930114746094,0.0009753704071044922,0.0009789466857910156,0.0011906623840332031,0.0013837814331054688,0.0013840198516845703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,0.001155853271484375,0.0011086463928222656,0.001280069351196289,0.0010113716125488281,0.0010075569152832031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0012745857238769531,0.0010449886322021484,0.0010111331939697266,0.0010273456573486328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,0.0009963512420654297,0.0010149478912353516,0.001299142837524414,0.0010790824890136719,0.0013003349304199219,0.0011947154998779297,0.001148223876953125,0.001129150390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,0.0010836124420166016,0.0010645389556884766,0.0010368824005126953,0.0009765625,0.0009768009185791016,0.0009634494781494141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,0.0012998580932617188,0.0013263225555419922,0.0011072158813476562,0.0011458396911621094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,0.0012350082397460938,0.0010962486267089844,0.0011055469512939453,0.0011563301086425781,0.0011382102966308594,0.0011012554168701172,0.0012845993041992188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,0.001127481460571289,0.0010557174682617188,0.0012619495391845703,0.0011446475982666016,0.0011522769927978516,0.0011243820190429688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,0.001222372055053711,0.0011324882507324219,0.001123189926147461,0.0010590553283691406,0.00101470947265625,0.0009925365447998047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,0.0010898113250732422,0.0010285377502441406,0.0011701583862304688,0.0011162757873535156,0.0011739730834960938,0.0011839866638183594,0.0010502338409423828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,0.0010516643524169922,0.0010035037994384766,0.0010223388671875,0.0010259151458740234,0.0010442733764648438,0.0010128021240234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,0.0011208057403564453,0.0013363361358642578,0.0013384819030761719,0.0011036396026611328,0.0012655258178710938,0.0010356903076171875,0.0010025501251220703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,0.0009937286376953125,0.001077890396118164,0.0010509490966796875,0.0010340213775634766,0.0010478496551513672,0.0010325908660888672,0.0010728836059570312,0.0011188983917236328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,0.001127481460571289,0.0012943744659423828,0.0011475086212158203,0.0011105537414550781,0.0010063648223876953,0.000982046127319336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,0.0009589195251464844,0.0009489059448242188,0.00096893310546875,0.0011038780212402344,0.0013382434844970703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,0.0012044906616210938,0.0011546611785888672,0.0010459423065185547,0.0010356903076171875,0.0010464191436767578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,0.001176595687866211,0.0010461807250976562,0.0010340213775634766,0.0011882781982421875,0.0013632774353027344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,0.0011348724365234375,0.0013437271118164062,0.0011208057403564453,0.0011174678802490234,0.0010030269622802734,0.000989675521850586,0.0009708404541015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,0.0010573863983154297,0.0011913776397705078,0.0011212825775146484,0.0010318756103515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,0.0010077953338623047,0.0009517669677734375,0.0009684562683105469,0.0012617111206054688,0.0010771751403808594,0.0013713836669921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,0.0011832714080810547,0.0010526180267333984,0.0010247230529785156,0.0009722709655761719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.000972747802734375,0.0013172626495361328,0.0010967254638671875,0.0011601448059082031,0.0011043548583984375,0.0009987354278564453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,0.001027822494506836,0.0009868144989013672,0.0011341571807861328,0.0010519027709960938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,0.0011477470397949219,0.0012674331665039062,0.001110076904296875,0.0009968280792236328,0.000989675521850586,0.000985860824584961,0.000988006591796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,0.0013079643249511719,0.0013239383697509766,0.0011167526245117188,0.0011396408081054688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,0.0010464191436767578,0.001168966293334961,0.0012607574462890625,0.001051187515258789,0.0009889602661132812,0.0010776519775390625,0.001194000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,0.0013933181762695312,0.001055002212524414,0.0009832382202148438,0.0010838508605957031,0.0012309551239013672,0.0012063980102539062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,0.0010268688201904297,0.0009763240814208984,0.0010750293731689453,0.0012145042419433594,0.001087188720703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,0.0013141632080078125,0.0011706352233886719,0.0012941360473632812,0.0012197494506835938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,0.0010514259338378906,0.0009913444519042969,0.0009670257568359375,0.0011627674102783203,0.0013163089752197266,0.0010771751403808594,0.0010259151458740234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
